#t	m1	m2	m3
2332	0.9032	-0.745	0.5278
2333	0.9034	-0.7412	0.5282
2334	0.9054	-0.7384	0.5388
2335	0.9116	-0.7354	0.5288
2336	0.9178	-0.731	0.5262
2337	0.9208	-0.7324	0.5346
2338	0.9194	-0.7326	0.5346
2339	0.9164	-0.731	0.5422
2340	0.9186	-0.7402	0.546
2341	0.9058	-0.7472	0.547
2342	0.9124	-0.743	0.543
2343	0.921	-0.7422	0.5442
2344	0.9156	-0.738	0.535
2345	0.9096	-0.7328	0.5386
2346	0.9104	-0.7334	0.529
2347	0.9114	-0.7358	0.5294
2348	0.9092	-0.7344	0.535
2349	0.904	-0.7392	0.5432
2350	0.9164	-0.743	0.5518
2351	0.9164	-0.7388	0.5486
2352	0.9184	-0.7462	0.5444
2353	0.9158	-0.7426	0.5402
2354	0.9068	-0.7456	0.5548
2355	0.904	-0.741	0.557
2356	0.9136	-0.7476	0.552
2357	0.9118	-0.7384	0.5624
2358	0.9062	-0.74	0.555
2359	0.9106	-0.727	0.5636
2360	0.9048	-0.7356	0.5554
2361	0.9058	-0.7328	0.551
2362	0.9024	-0.7304	0.5492
2363	0.9052	-0.731	0.5516
2364	0.9038	-0.733	0.5534
2365	0.9094	-0.7448	0.5552
2366	0.9066	-0.7452	0.545
2367	0.9094	-0.7444	0.5434
2368	0.9064	-0.739	0.5414
2369	0.8976	-0.7406	0.5374
2370	0.895	-0.7356	0.5444
2371	0.8994	-0.739	0.551
2372	0.894	-0.7404	0.5574
2373	0.8964	-0.7508	0.5594
2374	0.8896	-0.744	0.5526
2375	0.8872	-0.7434	0.5534
2376	0.8882	-0.7508	0.5488
2377	0.8902	-0.7476	0.546
2378	0.8922	-0.7472	0.5486
2379	0.8962	-0.7508	0.5482
2380	0.89	-0.7522	0.5354
2381	0.889	-0.7496	0.5388
2382	0.8968	-0.7474	0.5454
2383	0.9036	-0.7538	0.549
2384	0.8916	-0.7562	0.5502
2385	0.8946	-0.7504	0.552
2386	0.8998	-0.7532	0.552
2387	0.9002	-0.7528	0.5566
2388	0.9008	-0.7606	0.5642
2389	0.906	-0.7574	0.5664
2390	0.8986	-0.757	0.5678
2391	0.8994	-0.76	0.5788
2392	0.9004	-0.7612	0.5816
2393	0.893	-0.7596	0.5718
2394	0.8908	-0.7594	0.5776
2395	0.8944	-0.766	0.574
2396	0.8904	-0.7614	0.5788
2397	0.8946	-0.7652	0.573
2398	0.901	-0.7734	0.5674
2399	0.9058	-0.7716	0.5758
2400	0.9044	-0.7664	0.5836
2401	0.908	-0.769	0.5738
2402	0.9054	-0.768	0.57
2403	0.9028	-0.7596	0.5624
2404	0.9024	-0.7624	0.565
2405	0.908	-0.7528	0.5648
2406	0.9096	-0.7534	0.5626
2407	0.9126	-0.7544	0.56
2408	0.911	-0.75	0.5612
2409	0.9084	-0.7542	0.5492
2410	0.8998	-0.7466	0.5506
2411	0.9022	-0.7398	0.5478
2412	0.8988	-0.736	0.544
2413	0.8948	-0.73	0.5462
2414	0.9066	-0.7316	0.5354
2415	0.9134	-0.7436	0.5364
2416	0.9032	-0.7574	0.5472
2417	0.9038	-0.7612	0.5532
2418	0.9028	-0.7624	0.5594
2419	0.8986	-0.7556	0.564
2420	0.9058	-0.759	0.5614
2421	0.8996	-0.7528	0.5636
2422	0.8902	-0.7642	0.5648
2423	0.8918	-0.7606	0.5708
2424	0.9018	-0.767	0.559
2425	0.9002	-0.7628	0.56
2426	0.9002	-0.7652	0.5566
2427	0.8998	-0.7718	0.5704
2428	0.9016	-0.7678	0.5666
2429	0.8996	-0.7692	0.5684
2430	0.9002	-0.7674	0.5668
2431	0.9072	-0.7738	0.5702
2432	0.9046	-0.7812	0.5708
2433	0.901	-0.79	0.5772
2434	0.9034	-0.7824	0.5806
2435	0.907	-0.7806	0.5744
2436	0.8984	-0.7786	0.5784
2437	0.8888	-0.7776	0.5812
2438	0.8896	-0.7772	0.5742
2439	0.898	-0.7758	0.568
2440	0.9048	-0.7682	0.5732
2441	0.9046	-0.7686	0.571
2442	0.909	-0.756	0.576
2443	0.9116	-0.7502	0.5828
2444	0.9162	-0.7608	0.5838
2445	0.91	-0.7708	0.5958
2446	0.9102	-0.7784	0.5884
2447	0.9098	-0.779	0.5952
2448	0.9084	-0.7838	0.5906
2449	0.9018	-0.7876	0.5918
2450	0.9026	-0.7906	0.5876
2451	0.9016	-0.7896	0.5914
2452	0.9046	-0.788	0.5868
2453	0.9044	-0.7892	0.5872
2454	0.9024	-0.7898	0.5816
2455	0.9042	-0.7826	0.5796
2456	0.9084	-0.779	0.5842
2457	0.9136	-0.782	0.5802
2458	0.9126	-0.779	0.5848
2459	0.9164	-0.775	0.5872
2460	0.9134	-0.779	0.574
2461	0.897	-0.7822	0.5706
2462	0.9016	-0.7784	0.5694
2463	0.903	-0.771	0.5728
2464	0.9056	-0.7746	0.5688
2465	0.9128	-0.7762	0.562
2466	0.9142	-0.7718	0.555
2467	0.9126	-0.7656	0.554
2468	0.9062	-0.7646	0.541
2469	0.9032	-0.7708	0.5354
2470	0.9076	-0.7768	0.5386
2471	0.9094	-0.7776	0.5324
2472	0.91	-0.7738	0.5368
2473	0.9168	-0.7626	0.5464
2474	0.915	-0.767	0.548
2475	0.9174	-0.763	0.5422
2476	0.9134	-0.7656	0.5382
2477	0.9186	-0.7774	0.5476
2478	0.917	-0.7754	0.5494
2479	0.908	-0.7738	0.5424
2480	0.9062	-0.7736	0.5346
2481	0.9058	-0.772	0.5368
2482	0.9048	-0.7702	0.544
2483	0.9008	-0.7658	0.5412
2484	0.9018	-0.765	0.5452
2485	0.897	-0.7654	0.545
2486	0.8904	-0.7654	0.5566
2487	0.8948	-0.7682	0.5538
2488	0.898	-0.7682	0.5562
2489	0.8906	-0.7698	0.5568
2490	0.891	-0.7642	0.5554
2491	0.8936	-0.7684	0.5592
2492	0.8942	-0.7698	0.5638
2493	0.8932	-0.7664	0.5598
2494	0.8854	-0.7672	0.557
2495	0.8942	-0.7674	0.5674
2496	0.8894	-0.7586	0.5616
2497	0.8924	-0.767	0.5698
2498	0.8946	-0.7652	0.5646
2499	0.9074	-0.7704	0.572
2500	0.9094	-0.766	0.5774
2501	0.9182	-0.769	0.5772
2502	0.9154	-0.7692	0.5798
2503	0.9162	-0.7724	0.5786
2504	0.9168	-0.775	0.574
2505	0.9234	-0.774	0.567
2506	0.9262	-0.7732	0.5616
2507	0.9218	-0.7702	0.5622
2508	0.9216	-0.7648	0.5636
2509	0.9246	-0.7634	0.5572
2510	0.9174	-0.7724	0.5598
2511	0.9106	-0.7682	0.5592
2512	0.9016	-0.7666	0.5616
2513	0.9102	-0.765	0.555
2514	0.9134	-0.7648	0.5522
2515	0.914	-0.7642	0.5606
2516	0.9166	-0.7636	0.5692
2517	0.9192	-0.772	0.5788
2518	0.9092	-0.7882	0.5696
2519	0.9182	-0.7818	0.5638
2520	0.9168	-0.7758	0.56
2521	0.9228	-0.7714	0.5692
2522	0.924	-0.762	0.568
2523	0.9246	-0.7702	0.5738
2524	0.9172	-0.765	0.562
2525	0.9164	-0.7672	0.5552
2526	0.908	-0.7592	0.5516
2527	0.9066	-0.762	0.5486
2528	0.9146	-0.7674	0.5534
2529	0.912	-0.7736	0.5456
2530	0.9196	-0.7706	0.5392
2531	0.914	-0.7834	0.5448
2532	0.911	-0.7736	0.534
2533	0.8994	-0.7762	0.5342
2534	0.9076	-0.7814	0.5342
2535	0.9024	-0.781	0.5364
2536	0.9022	-0.7854	0.5268
2537	0.907	-0.7854	0.5196
2538	0.9054	-0.78	0.5318
2539	0.9028	-0.7876	0.5412
2540	0.9114	-0.7834	0.5434
2541	0.9098	-0.773	0.5552
2542	0.9084	-0.7666	0.5614
2543	0.9054	-0.7696	0.5628
2544	0.905	-0.7728	0.5496
2545	0.9128	-0.7742	0.5532
2546	0.9134	-0.7704	0.557
2547	0.9122	-0.7704	0.5622
2548	0.9102	-0.7756	0.5554
2549	0.9038	-0.7724	0.5552
2550	0.911	-0.7672	0.5524
2551	0.9128	-0.767	0.5516
2552	0.9148	-0.7708	0.5508
2553	0.914	-0.7662	0.5492
2554	0.9052	-0.7744	0.5558
2555	0.9074	-0.7756	0.5532
2556	0.9098	-0.7804	0.5648
2557	0.9124	-0.7786	0.5552
2558	0.9162	-0.7832	0.5562
2559	0.9136	-0.7866	0.553
2560	0.9148	-0.7766	0.5618
2561	0.9228	-0.77	0.5608
2562	0.9168	-0.7682	0.5612
2563	0.9052	-0.7594	0.5576
2564	0.9098	-0.7528	0.5494
2565	0.9062	-0.7542	0.5514
2566	0.9034	-0.7524	0.5432
2567	0.911	-0.7534	0.5516
2568	0.9174	-0.7588	0.553
2569	0.9218	-0.7572	0.552
2570	0.9262	-0.761	0.5478
2571	0.9222	-0.7586	0.558
2572	0.9252	-0.7646	0.5568
2573	0.9176	-0.765	0.5514
2574	0.9178	-0.759	0.5492
2575	0.9198	-0.771	0.5504
2576	0.9224	-0.7656	0.558
2577	0.9258	-0.7698	0.5566
2578	0.927	-0.7634	0.5558
2579	0.917	-0.7668	0.5458
2580	0.9212	-0.7526	0.546
2581	0.921	-0.7576	0.5542
2582	0.9164	-0.7572	0.5664
2583	0.9158	-0.762	0.5664
2584	0.908	-0.7592	0.5714
2585	0.9074	-0.7632	0.5702
2586	0.9054	-0.7696	0.5722
2587	0.9044	-0.7784	0.567
2588	0.899	-0.7806	0.5654
2589	0.8996	-0.786	0.5526
2590	0.9002	-0.7796	0.5438
2591	0.902	-0.7776	0.5502
2592	0.9022	-0.7732	0.5588
2593	0.9004	-0.777	0.559
2594	0.8948	-0.7724	0.5622
2595	0.8974	-0.7758	0.5608
2596	0.8968	-0.7712	0.5634
2597	0.9044	-0.766	0.5634
2598	0.905	-0.7628	0.5664
2599	0.9036	-0.7676	0.5752
2600	0.9008	-0.7746	0.5608
2601	0.901	-0.7698	0.5668
2602	0.8976	-0.768	0.5706
2603	0.8994	-0.773	0.567
2604	0.9006	-0.7658	0.5634
2605	0.901	-0.7664	0.5558
2606	0.9104	-0.7798	0.5644
2607	0.9	-0.7774	0.566
2608	0.9004	-0.7768	0.567
2609	0.8964	-0.78	0.5694
2610	0.9022	-0.7816	0.5674
2611	0.9082	-0.7842	0.5662
2612	0.9048	-0.7786	0.5624
2613	0.909	-0.777	0.5642
2614	0.9192	-0.7768	0.565
2615	0.922	-0.7828	0.5642
2616	0.9266	-0.7792	0.562
2617	0.9302	-0.7864	0.563
2618	0.9308	-0.7896	0.557
2619	0.9316	-0.7894	0.5558
2620	0.9272	-0.787	0.5584
2621	0.926	-0.7824	0.5526
2622	0.9296	-0.7882	0.5614
2623	0.9238	-0.789	0.5656
2624	0.9148	-0.7904	0.5704
2625	0.9148	-0.7936	0.582
2626	0.9218	-0.7906	0.576
2627	0.9204	-0.7978	0.5768
2628	0.9296	-0.7874	0.5734
2629	0.924	-0.7916	0.5664
2630	0.9222	-0.7916	0.561
2631	0.917	-0.7942	0.5544
2632	0.9124	-0.8002	0.544
2633	0.9116	-0.8152	0.5516
2634	0.903	-0.809	0.551
2635	0.9092	-0.8102	0.537
2636	0.9052	-0.809	0.5394
2637	0.9078	-0.8042	0.538
2638	0.9102	-0.8082	0.5418
2639	0.9066	-0.8072	0.5368
2640	0.9046	-0.8068	0.5292
2641	0.9122	-0.8038	0.5324
2642	0.9228	-0.8098	0.5366
2643	0.9206	-0.794	0.5376
2644	0.9144	-0.8012	0.5404
2645	0.9086	-0.7884	0.5412
2646	0.9102	-0.792	0.5328
2647	0.897	-0.789	0.5332
2648	0.8994	-0.7918	0.5362
2649	0.8956	-0.7902	0.543
2650	0.891	-0.7854	0.55
2651	0.8966	-0.7884	0.5542
2652	0.9062	-0.7804	0.5586
2653	0.9008	-0.7836	0.5706
2654	0.9028	-0.7918	0.5638
2655	0.9002	-0.7842	0.5574
2656	0.9074	-0.7884	0.54
2657	0.908	-0.7826	0.546
2658	0.9016	-0.781	0.5496
2659	0.9084	-0.7702	0.542
2660	0.9046	-0.7652	0.5466
2661	0.9158	-0.7634	0.5462
2662	0.9082	-0.767	0.5442
2663	0.915	-0.7614	0.5428
2664	0.906	-0.7692	0.5392
2665	0.9	-0.7686	0.5504
2666	0.9016	-0.776	0.553
2667	0.9068	-0.779	0.5552
2668	0.9106	-0.7808	0.557
2669	0.913	-0.7814	0.5508
2670	0.9198	-0.7844	0.557
2671	0.9214	-0.789	0.5604
2672	0.9282	-0.7854	0.5642
2673	0.9218	-0.7816	0.563
2674	0.9142	-0.7864	0.5618
2675	0.9156	-0.7818	0.5638
2676	0.9168	-0.787	0.5542
2677	0.9126	-0.7764	0.5412
2678	0.91	-0.7772	0.5576
2679	0.9094	-0.7814	0.5606
2680	0.9126	-0.7874	0.57
2681	0.9202	-0.7858	0.5654
2682	0.9126	-0.7936	0.563
2683	0.911	-0.7976	0.5632
2684	0.9136	-0.7978	0.5642
2685	0.9194	-0.7964	0.5624
2686	0.9164	-0.8014	0.5624
2687	0.916	-0.7992	0.5554
2688	0.9146	-0.8056	0.552
2689	0.9176	-0.7968	0.5578
2690	0.9206	-0.803	0.5508
2691	0.922	-0.803	0.5604
2692	0.9206	-0.7994	0.56
2693	0.9194	-0.8076	0.5696
2694	0.9102	-0.8064	0.5616
2695	0.9134	-0.8024	0.5578
2696	0.9074	-0.8004	0.5486
2697	0.9098	-0.8048	0.5492
2698	0.913	-0.7918	0.553
2699	0.9108	-0.8014	0.5594
2700	0.9104	-0.8012	0.5626
2701	0.9078	-0.7982	0.5648
2702	0.9202	-0.7988	0.5588
2703	0.9258	-0.804	0.562
2704	0.926	-0.8098	0.5664
2705	0.9182	-0.816	0.568
2706	0.9284	-0.8118	0.5708
2707	0.9296	-0.8196	0.5646
2708	0.9236	-0.8116	0.5642
2709	0.9184	-0.8136	0.56
2710	0.9232	-0.8084	0.5692
2711	0.9224	-0.8074	0.5668
2712	0.9226	-0.8054	0.5612
2713	0.9278	-0.8088	0.5682
2714	0.931	-0.8046	0.5634
2715	0.9282	-0.798	0.5604
2716	0.9268	-0.7986	0.557
2717	0.9212	-0.8092	0.5602
2718	0.916	-0.805	0.5688
2719	0.922	-0.8006	0.5654
2720	0.9226	-0.8114	0.565
2721	0.9264	-0.8152	0.564
2722	0.919	-0.8202	0.5556
2723	0.9168	-0.8264	0.567
2724	0.9142	-0.828	0.574
2725	0.918	-0.8258	0.5636
2726	0.9182	-0.8284	0.568
2727	0.9244	-0.8222	0.5716
2728	0.913	-0.8106	0.5686
2729	0.9118	-0.8044	0.5694
2730	0.9078	-0.8082	0.5758
2731	0.908	-0.8168	0.57
2732	0.905	-0.8236	0.5636
2733	0.913	-0.8202	0.5688
2734	0.9188	-0.8046	0.5606
2735	0.9124	-0.8022	0.558
2736	0.9156	-0.8022	0.5612
2737	0.9154	-0.8086	0.5624
2738	0.911	-0.8012	0.5576
2739	0.9074	-0.803	0.5524
2740	0.9118	-0.7968	0.559
2741	0.9112	-0.8008	0.5584
2742	0.9142	-0.7998	0.566
2743	0.9194	-0.8032	0.5608
2744	0.9216	-0.8036	0.566
2745	0.9158	-0.7992	0.5748
2746	0.9168	-0.7972	0.5784
2747	0.9122	-0.804	0.579
2748	0.913	-0.8026	0.5732
2749	0.9106	-0.8134	0.5614
2750	0.9144	-0.8154	0.5634
2751	0.9182	-0.8082	0.5652
2752	0.9106	-0.819	0.5756
2753	0.9096	-0.8086	0.569
2754	0.9222	-0.8092	0.5632
2755	0.9236	-0.8084	0.572
2756	0.9108	-0.8102	0.5798
2757	0.9172	-0.8056	0.5776
2758	0.9174	-0.8122	0.582
2759	0.9176	-0.8124	0.582
2760	0.916	-0.8124	0.578
2761	0.9186	-0.8064	0.5766
2762	0.9206	-0.7974	0.5754
2763	0.9126	-0.803	0.5702
2764	0.9142	-0.8064	0.5624
2765	0.9132	-0.809	0.5696
2766	0.9198	-0.8114	0.5774
2767	0.9176	-0.8104	0.5852
2768	0.922	-0.8114	0.575
2769	0.9246	-0.8006	0.578
2770	0.9186	-0.8048	0.5816
2771	0.914	-0.8136	0.5834
2772	0.918	-0.8176	0.586
2773	0.9194	-0.8116	0.5874
2774	0.9188	-0.8116	0.5848
2775	0.9234	-0.807	0.5832
2776	0.9216	-0.8138	0.5834
2777	0.9248	-0.819	0.5922
2778	0.9228	-0.8128	0.5794
2779	0.9256	-0.8188	0.5842
2780	0.935	-0.8152	0.581
2781	0.9288	-0.8216	0.5702
2782	0.9308	-0.8224	0.566
2783	0.9312	-0.8198	0.5744
2784	0.9286	-0.8222	0.5788
2785	0.9216	-0.8082	0.5834
2786	0.9186	-0.8032	0.5902
2787	0.919	-0.8012	0.5948
2788	0.9194	-0.8008	0.5926
2789	0.9182	-0.8038	0.588
2790	0.9152	-0.7928	0.5854
2791	0.9096	-0.7934	0.5836
2792	0.9118	-0.8036	0.5868
2793	0.9164	-0.7984	0.5996
2794	0.9078	-0.7954	0.602
2795	0.9094	-0.8018	0.593
2796	0.908	-0.8022	0.5974
2797	0.9074	-0.7922	0.5974
2798	0.9146	-0.7922	0.5928
2799	0.9162	-0.7906	0.5902
2800	0.9152	-0.7934	0.5854
2801	0.9236	-0.7926	0.5888
2802	0.92	-0.79	0.579
2803	0.9184	-0.8002	0.5774
2804	0.9254	-0.7942	0.576
2805	0.9176	-0.7928	0.587
2806	0.9138	-0.7908	0.5854
2807	0.9086	-0.7846	0.591
2808	0.9124	-0.7928	0.5958
2809	0.9198	-0.7906	0.5864
2810	0.9144	-0.7948	0.586
2811	0.9148	-0.8054	0.5836
2812	0.914	-0.8006	0.5846
2813	0.9188	-0.8078	0.5852
2814	0.918	-0.813	0.5832
2815	0.9154	-0.814	0.59
2816	0.9174	-0.8116	0.5838
2817	0.9174	-0.808	0.5772
2818	0.9156	-0.814	0.578
2819	0.9124	-0.8104	0.5876
2820	0.9052	-0.8104	0.586
2821	0.9036	-0.8106	0.5874
2822	0.9092	-0.8234	0.5896
2823	0.9102	-0.8274	0.5776
2824	0.9104	-0.83	0.5774
2825	0.908	-0.8274	0.5846
2826	0.912	-0.823	0.5816
2827	0.9154	-0.8272	0.5872
2828	0.9128	-0.8228	0.588
2829	0.9106	-0.8254	0.5858
2830	0.914	-0.8272	0.5864
2831	0.9122	-0.8362	0.5904
2832	0.9162	-0.8304	0.5834
2833	0.9136	-0.827	0.5762
2834	0.911	-0.8218	0.5764
2835	0.9152	-0.823	0.5702
2836	0.9118	-0.821	0.573
2837	0.9148	-0.8278	0.5786
2838	0.9168	-0.8256	0.5802
2839	0.9142	-0.8168	0.5828
2840	0.92	-0.8198	0.5752
2841	0.9212	-0.8138	0.5612
2842	0.9222	-0.8206	0.565
2843	0.9128	-0.8214	0.5672
2844	0.9224	-0.8172	0.578
2845	0.925	-0.8154	0.5776
2846	0.9258	-0.8208	0.5854
2847	0.9144	-0.8166	0.579
2848	0.9202	-0.8156	0.581
2849	0.922	-0.8186	0.5806
2850	0.9192	-0.827	0.578
2851	0.9206	-0.8188	0.5786
2852	0.9208	-0.8076	0.5788
2853	0.922	-0.8124	0.5746
2854	0.9188	-0.8162	0.58
2855	0.9176	-0.8166	0.5816
2856	0.9116	-0.824	0.5834
2857	0.9148	-0.8196	0.58
2858	0.9086	-0.825	0.5864
2859	0.9102	-0.8272	0.599
2860	0.9142	-0.8252	0.5904
2861	0.9112	-0.8138	0.5856
2862	0.9046	-0.8284	0.5816
2863	0.9042	-0.8224	0.5808
2864	0.9088	-0.8372	0.5766
2865	0.9094	-0.8368	0.5852
2866	0.911	-0.837	0.5832
2867	0.9034	-0.8362	0.5796
2868	0.9124	-0.8416	0.5898
2869	0.9178	-0.8438	0.594
2870	0.9116	-0.8416	0.5956
2871	0.9068	-0.8462	0.593
2872	0.9034	-0.8598	0.6
2873	0.9068	-0.858	0.6002
2874	0.918	-0.8654	0.5984
2875	0.9192	-0.871	0.5934
2876	0.9142	-0.861	0.5924
2877	0.9152	-0.858	0.5906
2878	0.9212	-0.8566	0.5958
2879	0.913	-0.853	0.5954
2880	0.9056	-0.8568	0.583
2881	0.8962	-0.8518	0.593
2882	0.9068	-0.8502	0.593
2883	0.9062	-0.855	0.5868
2884	0.9042	-0.858	0.5814
2885	0.9056	-0.867	0.5796
2886	0.9074	-0.8686	0.5746
2887	0.9058	-0.863	0.5798
2888	0.9024	-0.864	0.586
2889	0.9024	-0.851	0.588
2890	0.9042	-0.8544	0.5958
2891	0.9066	-0.848	0.5878
2892	0.9098	-0.8528	0.5754
2893	0.9084	-0.8562	0.5814
2894	0.9028	-0.8648	0.5818
2895	0.9072	-0.8652	0.5748
2896	0.9056	-0.8652	0.5848
2897	0.9042	-0.8576	0.5798
2898	0.9066	-0.8606	0.5818
2899	0.904	-0.8492	0.5806
2900	0.9052	-0.846	0.5742
2901	0.91	-0.8396	0.5784
2902	0.9074	-0.8412	0.5738
2903	0.9064	-0.8398	0.577
2904	0.913	-0.8386	0.567
2905	0.9118	-0.8452	0.5676
2906	0.9136	-0.8406	0.5804
2907	0.9166	-0.8346	0.5882
2908	0.9146	-0.8442	0.5892
2909	0.9138	-0.847	0.58
2910	0.9136	-0.8402	0.5918
2911	0.9122	-0.8358	0.5832
2912	0.9114	-0.8422	0.5884
2913	0.9054	-0.8464	0.5986
2914	0.9104	-0.8464	0.5994
2915	0.904	-0.8362	0.5948
2916	0.9166	-0.8434	0.6052
2917	0.9144	-0.8448	0.5972
2918	0.9046	-0.8358	0.6032
2919	0.8972	-0.8468	0.5984
2920	0.901	-0.8378	0.6
2921	0.9036	-0.8384	0.5912
2922	0.9044	-0.8372	0.5952
2923	0.9062	-0.8404	0.5952
2924	0.909	-0.8458	0.598
2925	0.9194	-0.8322	0.591
2926	0.9214	-0.8408	0.5892
2927	0.9148	-0.844	0.5858
2928	0.907	-0.8506	0.5822
2929	0.9016	-0.8456	0.5804
2930	0.9074	-0.8446	0.581
2931	0.9086	-0.8418	0.5786
2932	0.9044	-0.8462	0.5768
2933	0.9028	-0.8436	0.5752
2934	0.902	-0.8474	0.5688
2935	0.9026	-0.8504	0.5684
2936	0.904	-0.8502	0.5754
2937	0.9036	-0.855	0.5772
2938	0.8982	-0.861	0.5704
2939	0.9046	-0.8606	0.5694
2940	0.9012	-0.8506	0.557
2941	0.9024	-0.8502	0.5638
2942	0.9094	-0.853	0.5614
2943	0.9088	-0.854	0.5646
2944	0.906	-0.8498	0.564
2945	0.9074	-0.8474	0.5616
2946	0.91	-0.8586	0.5712
2947	0.9114	-0.8644	0.5826
2948	0.913	-0.8706	0.5864
2949	0.9202	-0.8698	0.5826
2950	0.9156	-0.864	0.5848
2951	0.9196	-0.8652	0.5862
2952	0.9216	-0.8578	0.5738
2953	0.9174	-0.8582	0.577
2954	0.9268	-0.851	0.5764
2955	0.9314	-0.8586	0.5778
2956	0.9178	-0.8594	0.5778
2957	0.92	-0.8602	0.5866
2958	0.9198	-0.8592	0.5842
2959	0.924	-0.8648	0.588
2960	0.919	-0.8584	0.5832
2961	0.9186	-0.8548	0.5822
2962	0.9062	-0.8472	0.5854
2963	0.9022	-0.8544	0.5798
2964	0.9094	-0.862	0.5786
2965	0.9106	-0.8688	0.5854
2966	0.9056	-0.8724	0.5842
2967	0.902	-0.8782	0.5878
2968	0.896	-0.8708	0.5838
2969	0.8976	-0.871	0.5786
2970	0.894	-0.8824	0.583
2971	0.905	-0.8798	0.5804
2972	0.8996	-0.8936	0.5858
2973	0.9026	-0.8994	0.5856
2974	0.9046	-0.904	0.5812
2975	0.9	-0.9024	0.577
2976	0.9008	-0.9032	0.5894
2977	0.9004	-0.9086	0.5918
2978	0.9	-0.9004	0.5834
2979	0.9088	-0.8984	0.574
2980	0.903	-0.9036	0.5756
2981	0.9172	-0.8984	0.5724
2982	0.9208	-0.9054	0.5802
2983	0.9254	-0.9018	0.58
2984	0.9248	-0.9042	0.585
2985	0.9192	-0.9068	0.5834
2986	0.9128	-0.908	0.5876
2987	0.9148	-0.9098	0.5884
2988	0.918	-0.9078	0.5874
2989	0.923	-0.9038	0.5858
2990	0.9206	-0.9096	0.5854
2991	0.9208	-0.9174	0.5902
2992	0.9122	-0.9104	0.587
2993	0.9256	-0.9094	0.5854
2994	0.923	-0.905	0.591
2995	0.9172	-0.9032	0.5888
2996	0.9208	-0.9006	0.5926
2997	0.9096	-0.9098	0.5922
2998	0.9122	-0.9072	0.6054
2999	0.9068	-0.9096	0.6054
3000	0.9032	-0.906	0.612
3001	0.9094	-0.9066	0.6088
3002	0.9078	-0.9096	0.6022
3003	0.9122	-0.9078	0.6004
3004	0.9028	-0.9068	0.5956
3005	0.9092	-0.9068	0.5918
3006	0.9148	-0.9014	0.5852
3007	0.914	-0.9014	0.592
3008	0.9152	-0.9024	0.5948
3009	0.9126	-0.9058	0.5946
3010	0.9076	-0.903	0.586
3011	0.907	-0.8956	0.578
3012	0.9054	-0.8936	0.5782
3013	0.91	-0.8904	0.5834
3014	0.912	-0.8964	0.5944
3015	0.9186	-0.8888	0.5924
3016	0.9148	-0.8906	0.601
3017	0.9248	-0.8978	0.6044
3018	0.9256	-0.9162	0.6064
3019	0.9204	-0.9076	0.5986
3020	0.9166	-0.9012	0.6002
3021	0.9204	-0.9022	0.6078
3022	0.9108	-0.9032	0.604
3023	0.912	-0.9008	0.6048
3024	0.9082	-0.9004	0.614
3025	0.915	-0.8992	0.6164
3026	0.9086	-0.9102	0.6222
3027	0.9108	-0.9118	0.6288
3028	0.9154	-0.9152	0.6322
3029	0.9172	-0.9138	0.6332
3030	0.9162	-0.9094	0.6316
3031	0.906	-0.91	0.636
3032	0.9082	-0.9034	0.6312
3033	0.9136	-0.9054	0.6174
3034	0.9126	-0.9036	0.6212
3035	0.9134	-0.9112	0.619
3036	0.9128	-0.913	0.6242
3037	0.9066	-0.909	0.6208
3038	0.905	-0.9004	0.6212
3039	0.9046	-0.9106	0.6162
3040	0.905	-0.9112	0.6142
3041	0.9082	-0.9138	0.6118
3042	0.915	-0.9148	0.6058
3043	0.9238	-0.9176	0.6102
3044	0.9254	-0.9176	0.6104
3045	0.925	-0.9184	0.6198
3046	0.9196	-0.9186	0.6146
3047	0.9228	-0.913	0.6204
3048	0.9226	-0.9054	0.6106
3049	0.928	-0.9068	0.6068
3050	0.9264	-0.9098	0.609
3051	0.9142	-0.9106	0.6128
3052	0.9144	-0.917	0.621
3053	0.9062	-0.9138	0.6202
3054	0.91	-0.9088	0.6276
3055	0.904	-0.9138	0.6256
3056	0.9052	-0.9142	0.6226
3057	0.8996	-0.9218	0.6352
3058	0.9002	-0.9206	0.6408
3059	0.9078	-0.9226	0.6402
3060	0.8994	-0.9224	0.6392
3061	0.8996	-0.9178	0.6402
3062	0.9118	-0.921	0.6382
3063	0.9086	-0.9206	0.6288
3064	0.9144	-0.9274	0.6302
3065	0.9132	-0.9116	0.636
3066	0.909	-0.917	0.6308
3067	0.9108	-0.9206	0.629
3068	0.9124	-0.9212	0.6292
3069	0.9114	-0.9218	0.6212
3070	0.9178	-0.9208	0.6136
3071	0.9188	-0.9144	0.6162
3072	0.9186	-0.9142	0.616
3073	0.9278	-0.91	0.615
3074	0.9244	-0.9074	0.612
3075	0.9288	-0.9056	0.599
3076	0.938	-0.9084	0.5926
3077	0.9336	-0.9082	0.6078
3078	0.922	-0.9102	0.6092
3079	0.9218	-0.9052	0.6028
3080	0.9194	-0.9124	0.6062
3081	0.919	-0.913	0.6048
3082	0.916	-0.9128	0.6082
3083	0.9158	-0.9096	0.6182
3084	0.9082	-0.914	0.6174
3085	0.908	-0.911	0.6118
3086	0.9076	-0.9144	0.6102
3087	0.9186	-0.9026	0.613
3088	0.9192	-0.9038	0.612
3089	0.9214	-0.9022	0.6064
3090	0.9216	-0.9074	0.6184
3091	0.9268	-0.913	0.6194
