#t	m1	m2	m3
4612	0.9154	-0.9008	0.8638
4613	0.9088	-0.9054	0.8544
4614	0.9132	-0.9142	0.8474
4615	0.9162	-0.918	0.8414
4616	0.918	-0.909	0.8454
4617	0.9244	-0.9084	0.8538
4618	0.9186	-0.9096	0.8604
4619	0.9222	-0.9054	0.8538
4620	0.9178	-0.9142	0.8518
4621	0.913	-0.9078	0.8558
4622	0.915	-0.9124	0.8558
4623	0.906	-0.9144	0.8624
4624	0.9094	-0.9176	0.8652
4625	0.9088	-0.9182	0.8632
4626	0.909	-0.9126	0.8628
4627	0.91	-0.907	0.8592
4628	0.9066	-0.9126	0.86
4629	0.9122	-0.9086	0.8612
4630	0.9112	-0.9012	0.8682
4631	0.916	-0.904	0.872
4632	0.9168	-0.9094	0.867
4633	0.912	-0.9112	0.8614
4634	0.9094	-0.9156	0.8718
4635	0.9034	-0.9106	0.871
4636	0.9166	-0.908	0.8764
4637	0.9138	-0.9156	0.8786
4638	0.922	-0.9156	0.8668
4639	0.9188	-0.9088	0.8712
4640	0.909	-0.909	0.8676
4641	0.911	-0.9172	0.8652
4642	0.9046	-0.9158	0.8676
4643	0.9082	-0.9128	0.8664
4644	0.9054	-0.9116	0.8634
4645	0.9112	-0.9104	0.8634
4646	0.908	-0.9106	0.8728
4647	0.9022	-0.9118	0.8694
4648	0.903	-0.92	0.8616
4649	0.9048	-0.9156	0.8602
4650	0.9082	-0.916	0.8704
4651	0.9052	-0.918	0.8684
4652	0.8962	-0.9176	0.8772
4653	0.9012	-0.9148	0.88
4654	0.9022	-0.9148	0.8732
4655	0.9078	-0.914	0.8814
4656	0.9038	-0.9222	0.8832
4657	0.9018	-0.927	0.8774
4658	0.9054	-0.9308	0.8762
4659	0.909	-0.9304	0.8796
4660	0.9084	-0.9212	0.8692
4661	0.9108	-0.9206	0.8732
4662	0.9074	-0.9178	0.8654
4663	0.9116	-0.9116	0.8632
4664	0.9086	-0.9104	0.8614
4665	0.9116	-0.9152	0.864
4666	0.9136	-0.9186	0.8704
4667	0.9158	-0.9126	0.8576
4668	0.9178	-0.9162	0.856
4669	0.9244	-0.9184	0.8602
4670	0.9216	-0.913	0.861
4671	0.9176	-0.91	0.8598
4672	0.9174	-0.9158	0.8638
4673	0.9196	-0.9156	0.8662
4674	0.918	-0.9138	0.8656
4675	0.9244	-0.9206	0.8674
4676	0.9248	-0.9122	0.8704
4677	0.9156	-0.914	0.8768
4678	0.9112	-0.916	0.8816
4679	0.9188	-0.9172	0.8708
4680	0.9156	-0.9198	0.8704
4681	0.9142	-0.9156	0.8814
4682	0.9172	-0.9114	0.8828
4683	0.919	-0.9062	0.882
4684	0.9196	-0.9048	0.8828
4685	0.9094	-0.9018	0.8746
4686	0.9126	-0.9032	0.873
4687	0.909	-0.9038	0.879
4688	0.9122	-0.9054	0.8782
4689	0.9192	-0.9038	0.8682
4690	0.92	-0.9058	0.8656
4691	0.92	-0.9112	0.8726
4692	0.924	-0.906	0.873
4693	0.9266	-0.9088	0.8684
4694	0.9218	-0.9056	0.8634
4695	0.918	-0.9002	0.8632
4696	0.911	-0.8882	0.8634
4697	0.9094	-0.8834	0.8558
4698	0.9142	-0.889	0.8574
4699	0.9092	-0.8924	0.8608
4700	0.9094	-0.9022	0.8594
4701	0.9068	-0.9	0.861
4702	0.9118	-0.897	0.8632
4703	0.9112	-0.8958	0.8634
4704	0.9088	-0.9024	0.8698
4705	0.917	-0.901	0.8636
4706	0.9252	-0.9012	0.8654
4707	0.9204	-0.9006	0.8686
4708	0.9174	-0.9046	0.8628
4709	0.9172	-0.899	0.8726
4710	0.916	-0.9098	0.8674
4711	0.9182	-0.9122	0.8702
4712	0.9244	-0.913	0.872
4713	0.9304	-0.9124	0.8788
4714	0.9256	-0.9092	0.8802
4715	0.9308	-0.8994	0.8842
4716	0.932	-0.9042	0.8818
4717	0.925	-0.9092	0.878
4718	0.9178	-0.9096	0.8758
4719	0.9138	-0.8998	0.8778
4720	0.9198	-0.8946	0.8892
4721	0.9206	-0.8982	0.8876
4722	0.9154	-0.8938	0.8838
4723	0.9064	-0.8994	0.8834
4724	0.9058	-0.9046	0.8866
4725	0.9076	-0.8986	0.884
4726	0.9106	-0.9024	0.8906
4727	0.9146	-0.9044	0.8918
4728	0.9142	-0.9038	0.8804
4729	0.9178	-0.9	0.8842
4730	0.924	-0.9086	0.8828
4731	0.9164	-0.9036	0.8804
4732	0.9156	-0.8962	0.875
4733	0.9184	-0.9054	0.8764
4734	0.9134	-0.9128	0.8704
4735	0.9154	-0.9116	0.8804
4736	0.9244	-0.9128	0.8864
4737	0.915	-0.9138	0.8864
4738	0.9094	-0.91	0.8836
4739	0.9182	-0.909	0.8884
4740	0.9134	-0.9014	0.8864
4741	0.9164	-0.9078	0.8782
4742	0.9156	-0.9048	0.8818
4743	0.9152	-0.9036	0.8852
4744	0.9104	-0.9044	0.885
4745	0.9062	-0.897	0.8802
4746	0.9052	-0.9052	0.8702
4747	0.8976	-0.9138	0.8608
4748	0.8932	-0.9134	0.8682
4749	0.8942	-0.9114	0.8778
4750	0.8924	-0.914	0.8686
4751	0.8918	-0.9152	0.874
4752	0.8962	-0.9124	0.8786
4753	0.899	-0.9086	0.8776
4754	0.8978	-0.904	0.8726
4755	0.8996	-0.9056	0.8728
4756	0.8966	-0.9122	0.8798
4757	0.896	-0.9128	0.8744
4758	0.9016	-0.9114	0.8724
4759	0.9006	-0.9112	0.8792
4760	0.9016	-0.9112	0.8774
4761	0.9018	-0.9134	0.87
4762	0.8942	-0.917	0.8708
4763	0.892	-0.912	0.8812
4764	0.8894	-0.9098	0.881
4765	0.8936	-0.9068	0.878
4766	0.897	-0.907	0.881
4767	0.8986	-0.9032	0.8834
4768	0.8994	-0.905	0.8864
4769	0.8916	-0.9084	0.8862
4770	0.898	-0.9024	0.8856
4771	0.9034	-0.9058	0.8816
4772	0.9014	-0.906	0.893
4773	0.9004	-0.911	0.8918
4774	0.908	-0.9142	0.8906
4775	0.9044	-0.9102	0.8928
4776	0.903	-0.911	0.8958
4777	0.9074	-0.9042	0.8932
4778	0.9184	-0.9046	0.8974
4779	0.9152	-0.899	0.8922
4780	0.914	-0.9062	0.8902
4781	0.916	-0.9066	0.8884
4782	0.9114	-0.9184	0.8906
4783	0.9186	-0.915	0.8916
4784	0.912	-0.9086	0.8882
4785	0.9126	-0.9174	0.8984
4786	0.9102	-0.9116	0.8906
4787	0.91	-0.9186	0.8874
4788	0.9074	-0.9158	0.8848
4789	0.9162	-0.9142	0.8978
4790	0.9092	-0.9122	0.8858
4791	0.9112	-0.9188	0.8888
4792	0.9078	-0.9164	0.895
4793	0.91	-0.9138	0.8934
4794	0.9086	-0.9158	0.8894
4795	0.912	-0.91	0.8868
4796	0.9148	-0.9106	0.889
4797	0.9118	-0.9052	0.885
4798	0.9084	-0.9068	0.8918
4799	0.9046	-0.9032	0.8948
4800	0.9056	-0.9094	0.8956
4801	0.9022	-0.9084	0.8976
4802	0.903	-0.9148	0.902
4803	0.907	-0.9216	0.8998
4804	0.9102	-0.918	0.895
4805	0.911	-0.92	0.8912
4806	0.915	-0.9204	0.8996
4807	0.9138	-0.9074	0.906
4808	0.9154	-0.9068	0.9094
4809	0.9074	-0.9108	0.9142
4810	0.903	-0.9096	0.9142
4811	0.9084	-0.9048	0.9066
4812	0.9184	-0.9074	0.9104
4813	0.9246	-0.9114	0.9072
4814	0.9196	-0.9096	0.915
4815	0.923	-0.9158	0.915
4816	0.9246	-0.916	0.919
4817	0.9178	-0.9096	0.921
4818	0.9132	-0.9082	0.9148
4819	0.9136	-0.909	0.917
4820	0.914	-0.9052	0.9132
4821	0.9206	-0.9104	0.907
4822	0.9212	-0.9062	0.9018
4823	0.9156	-0.916	0.9046
4824	0.9092	-0.9184	0.9046
4825	0.912	-0.9196	0.9098
4826	0.91	-0.9152	0.9082
4827	0.915	-0.9118	0.9128
4828	0.9206	-0.9078	0.91
4829	0.9146	-0.9062	0.9084
4830	0.9028	-0.9108	0.9064
4831	0.9	-0.9112	0.9062
4832	0.9042	-0.9074	0.9054
4833	0.902	-0.895	0.9072
4834	0.9088	-0.903	0.9076
4835	0.9076	-0.9124	0.9206
4836	0.9132	-0.9184	0.9222
4837	0.9132	-0.9154	0.921
4838	0.9114	-0.922	0.9224
4839	0.9156	-0.921	0.9172
4840	0.9104	-0.9212	0.925
4841	0.905	-0.924	0.9218
4842	0.896	-0.9266	0.9174
4843	0.8934	-0.9216	0.9166
4844	0.903	-0.911	0.9196
4845	0.8954	-0.9162	0.9162
4846	0.8974	-0.9146	0.9104
4847	0.8948	-0.9156	0.9206
4848	0.893	-0.9118	0.9254
4849	0.8922	-0.9056	0.9124
4850	0.8968	-0.9112	0.9198
4851	0.8942	-0.906	0.9158
4852	0.8894	-0.9086	0.916
4853	0.8988	-0.9178	0.9214
4854	0.9124	-0.9078	0.923
4855	0.9104	-0.9092	0.9264
4856	0.9114	-0.9128	0.917
4857	0.9102	-0.9144	0.913
4858	0.903	-0.909	0.909
4859	0.903	-0.9124	0.9114
4860	0.9042	-0.9156	0.9078
4861	0.9042	-0.9152	0.9092
4862	0.9094	-0.9118	0.9052
4863	0.901	-0.907	0.9082
4864	0.9002	-0.9078	0.9042
4865	0.9016	-0.9028	0.9074
4866	0.905	-0.914	0.9074
4867	0.9072	-0.9126	0.9026
4868	0.911	-0.9022	0.9002
4869	0.916	-0.901	0.8936
4870	0.9168	-0.909	0.9024
4871	0.9066	-0.9066	0.9108
4872	0.922	-0.907	0.9112
4873	0.921	-0.9202	0.9088
4874	0.9162	-0.91	0.9086
4875	0.9082	-0.9162	0.899
4876	0.9054	-0.918	0.9038
4877	0.9058	-0.9086	0.9024
4878	0.902	-0.9072	0.902
4879	0.9086	-0.9146	0.9052
4880	0.9038	-0.9148	0.9056
4881	0.8924	-0.9098	0.9026
4882	0.8962	-0.905	0.9068
4883	0.8958	-0.91	0.9078
4884	0.895	-0.907	0.9038
4885	0.9042	-0.902	0.9008
4886	0.9108	-0.9044	0.8956
4887	0.909	-0.9084	0.8968
4888	0.9156	-0.909	0.8924
4889	0.9132	-0.9166	0.8952
4890	0.9092	-0.9264	0.8992
4891	0.9138	-0.9262	0.9006
4892	0.9134	-0.9296	0.8976
4893	0.9064	-0.9284	0.9014
4894	0.903	-0.9228	0.8952
4895	0.9062	-0.9166	0.9066
4896	0.9078	-0.914	0.9088
4897	0.9068	-0.9166	0.9092
4898	0.9062	-0.9094	0.9052
4899	0.9048	-0.9042	0.9044
4900	0.9086	-0.9122	0.909
4901	0.91	-0.915	0.9016
4902	0.9086	-0.918	0.9052
4903	0.9122	-0.9144	0.8968
4904	0.9112	-0.8992	0.9006
4905	0.9032	-0.893	0.899
4906	0.907	-0.8942	0.9042
4907	0.9028	-0.9076	0.9018
4908	0.907	-0.9094	0.9104
4909	0.9108	-0.9128	0.9076
4910	0.9094	-0.913	0.9084
4911	0.904	-0.9202	0.9086
4912	0.9058	-0.9224	0.9118
4913	0.906	-0.9204	0.909
4914	0.9108	-0.9154	0.916
4915	0.9136	-0.9166	0.9228
4916	0.9164	-0.923	0.9184
4917	0.9148	-0.9222	0.9094
4918	0.9152	-0.9156	0.908
4919	0.9154	-0.9158	0.9026
4920	0.9146	-0.9174	0.8934
4921	0.9074	-0.9284	0.9002
4922	0.9036	-0.9298	0.9036
4923	0.904	-0.9256	0.8998
4924	0.911	-0.9218	0.9066
4925	0.9066	-0.9186	0.9018
4926	0.907	-0.9144	0.901
4927	0.9152	-0.917	0.9072
4928	0.908	-0.9152	0.9116
4929	0.9154	-0.9134	0.9092
4930	0.916	-0.9042	0.9078
4931	0.9176	-0.9	0.8996
4932	0.9158	-0.9008	0.9048
4933	0.9176	-0.909	0.9098
4934	0.9212	-0.9028	0.905
4935	0.9158	-0.9066	0.9082
4936	0.9144	-0.899	0.9152
4937	0.9172	-0.9042	0.917
4938	0.9164	-0.9078	0.907
4939	0.9228	-0.9016	0.915
4940	0.9198	-0.907	0.9144
4941	0.924	-0.9064	0.9032
4942	0.9268	-0.9006	0.9066
4943	0.9306	-0.9086	0.9054
4944	0.9376	-0.9102	0.9144
4945	0.9274	-0.913	0.9128
4946	0.9232	-0.9124	0.9082
4947	0.9192	-0.9094	0.905
4948	0.9242	-0.9104	0.8986
4949	0.9228	-0.9052	0.8982
4950	0.9176	-0.9116	0.9088
4951	0.912	-0.914	0.9096
4952	0.9118	-0.9078	0.9084
4953	0.9238	-0.9018	0.903
4954	0.9206	-0.905	0.9074
4955	0.9242	-0.9032	0.909
4956	0.9164	-0.9112	0.9134
4957	0.9188	-0.916	0.9084
4958	0.9184	-0.9166	0.915
4959	0.9174	-0.917	0.9132
4960	0.9116	-0.9176	0.9094
4961	0.9074	-0.912	0.91
4962	0.9022	-0.9104	0.9064
4963	0.9104	-0.9078	0.9172
4964	0.9106	-0.9048	0.9206
4965	0.9026	-0.9012	0.9178
4966	0.9052	-0.9	0.9172
4967	0.914	-0.904	0.9202
4968	0.922	-0.9116	0.917
4969	0.9294	-0.9084	0.9156
4970	0.926	-0.912	0.9164
4971	0.9252	-0.9102	0.9158
4972	0.9226	-0.905	0.919
4973	0.9146	-0.9108	0.9228
4974	0.9176	-0.9038	0.925
4975	0.9168	-0.8978	0.9266
4976	0.9094	-0.8998	0.9228
4977	0.92	-0.8928	0.9298
4978	0.9124	-0.8972	0.9284
4979	0.9154	-0.8928	0.9286
4980	0.916	-0.8966	0.9284
4981	0.9174	-0.9008	0.9286
4982	0.9122	-0.9064	0.9238
4983	0.9128	-0.8982	0.9176
4984	0.9086	-0.8862	0.9218
4985	0.9104	-0.8896	0.9172
4986	0.9076	-0.8862	0.9162
4987	0.9054	-0.8886	0.9194
4988	0.9138	-0.886	0.9122
4989	0.9116	-0.8916	0.9064
4990	0.9166	-0.8894	0.91
4991	0.9138	-0.8962	0.904
4992	0.9044	-0.8934	0.9044
4993	0.9088	-0.8986	0.9094
4994	0.907	-0.904	0.9134
4995	0.9064	-0.9056	0.91
4996	0.9002	-0.9058	0.9138
4997	0.9034	-0.901	0.9186
4998	0.9102	-0.9018	0.9214
4999	0.9028	-0.9018	0.9174
